friend1,friend2
Alejandro558,Maia798
Unai592,Martina726
Ekain72,Vega502
Lorea462,Inar985
Alaia431,Inar433
Inar433,Anne389
Marcos588,Arhane19
Izan704,Unax626
Valeria385,Alejandro275
Mikel660,Eneko975
Leire641,Santiago167
Leire641,Sofia48
David613,Valeria385
Alaia431,Fatima741
Ibon365,Mateo247
Alejandro692,Thiago253
Naroa178,June896
Mario451,Adur493
Peio7,Samuel618
Alejandro558,Leire641
Eneko627,Eder280
Eder956,Unai496
Bruno164,Peio64
Sofia905,Samuel618
Nora986,Nora492
Anne389,Lander90
Vega908,Nora840
Inar433,Miren719
Sare152,Laida621
Garazi411,Maia798
Mara662,Arhane646
Alaia431,Unai496
Nora582,Julia440
Asier281,Alain116
Unai496,Luka862
Alejandro692,Lucía194
Leire641,Valentina401
Alex334,Elene17
Thiago995,Laida790
Adrián177,Ibon365
Leire801,Hugo98
Peio64,Luken592
Anne439,Laida621
Sofia905,Jare108
Leire801,Xare691
Aimar926,Liher153
Laida621,Iria263
Valeria385,Lur17
June896,Elene17
Manex135,Vega502
Vega447,Inar985
Mariam39,Sara0
Peio64,Eneko975
Peio7,Danel808
Ibon365,Paul641
Enzo979,Alain116
Alvaro231,Liher153
Lara974,Oihan29
Ainhoa919,Thiago995
Aimar875,Nora550
Laida296,Vega502
Imran423,Nerea432
Ariane194,Eder963
Inar259,Inar985
Lara974,Kattalin804
Vega640,Alejandro275
Eder956,Jare108
Hugo922,Leire641
Valentina401,Kattalin804
Mario890,Nikole419
Inar259,Mateo247
Amaia875,Inar433
David613,Eneko975
Ibon365,Sofia48
Mohamed938,Vera489
Alvaro484,Ainhoa919
Marcos863,Mariam39
Mohamed938,Nikole861
Mohamed938,Iria263
Daniel494,Fatima741
Thiago157,Sara0
Alaia431,Inar259
Peio7,Gabriela839
Chloe985,Eneko295
Leire801,Nahia136
Jule461,Nora550
Leire801,Laida790
Valentina401,Nora550
Mikel660,Valeria385
Adrián177,Mara662
Peio64,Maddi135
Daniel494,Inar259
Mario890,Adur493
Arhane19,June896
Aitor324,Hugo98
Eneko295,Martina726
Hugo931,Manex969
Hugo931,Leire641
Amaia875,Unai496
Lander90,Jare108
Vega908,Aitor324
Ainhoa919,Lorea462
Alex46,Arhane19
Sofia905,Eneko975
Adur493,Nora550
Alaia431,Asier281
Alvaro231,Amaia875
June896,Samuel594
Unax899,Eneko627
Irene195,Nora986
Sara0,Manex57
Aitor125,Luken592
Leire801,Ekain72
Mikel377,Laida597
Vega908,Adur493
Thiago157,Arhane646
Asier281,Danel808
Bruno164,Libe461
Anne439,Paul641
Sara0,Nora550
Vera489,Sofia48
Sare152,Valentina401
Nora492,Vega502
Julia440,Gabriela839
Lander90,Marcos588
Alejandro692,Naroa178
Aitor125,Eneko295
Adrián177,Nahia136
Mara662,Santiago167
Peio7,Alain277
Mario451,Daniel494
Inar433,Naroa178
Lara974,Enzo979
Mario890,Sofia48
Alain116,Fatima741
Samuel571,Elaia468
Eneko858,Leize83
Aimar926,Danel808
Adur493,Eki960
Alvaro231,Mario890
Nora986,Izan704
Naroa178,Eder280
Adur493,Thiago110
Alvaro231,Libe379
Peio64,Marcos588
Nora582,Nerea432
Thiago253,Eneko858
Thiago253,Nikole419
Ainhoa919,Eneko654
Daniel494,Mario890
Vega908,Unai592
Lander90,Samuel594
Alvaro231,Aitor324
Mario890,Samuel571
Leire801,Chloe985
Ariane194,Nora550
Santiago167,Samuel618
Mikel377,Carla515
Nerea432,Martina454
Manex969,Samuel618
Mario451,Alvaro231
Mohamed938,Mariam39
Alex334,Gabriela839
Luken592,Mario890
Danel808,Laida790
Thiago552,Eder280
Inar433,Daniel494
Adur493,Alejandro275
Carla533,Lur17
Sara0,Jon394
Thiago552,Fatima741
Unai496,Eneko295
Nahia136,Valeria385
Nora582,Anne389
Lur17,Maia798
Nahia136,Eder280
Eki960,Lara974
Amaia875,Valentina401
Nahia136,Lorea462
Unai496,Mateo247
Eneko975,Thiago110
Aitor125,Lander90
Chloe985,Adur493
Sofia905,Nora986
Nikole861,Mario890
Leize83,Martina726
Mohamed938,Ainhoa919
Ekain72,Aitor324
Gael613,Jule461
Peio7,Ibon365
Marcos588,Thiago995
Chloe985,Inar259
Alvaro484,Eneko858
Sare152,Aitor324
Unax899,Miren719
Peio64,Alejandro692
Maddi135,Thiago995
Alex334,Eneko975
Laida621,Maia798
Adur493,Ekain72
Aimar926,Lara974
Nahia136,Laida621
Vega640,Lorea462
Gael613,Vega447
Irene195,Unai592
Nora986,Mariam39
Aimar926,Vega502
Irene195,Eneko627
Eneko654,Laida790
Jare108,Garazi411
Garazi411,Eneko858
Aitana761,Alain116
Marcos863,Laida296
Mara662,Nora840
David613,Eki960
Ekain72,Ariane194
Luken592,Arhane766
Kattalin804,Eder280
Vera489,Arhane19
Marcos588,Naroa178
Santiago167,Jon394
Lucía194,Martina454
Jule461,Izar231
Jule461,Enzo979
Nahia136,Alex334
Thiago157,Ariane194
Aimar926,Arhane766
Vega908,Vega640
Alaia431,Marcos588
Mohamed938,Liher153
Vega908,Mikel660
Lara974,Izar231
Mohamed938,Peio7
Unai592,Samuel594
Anne439,Mikel377
Gael613,Inar433
Unax899,Sofia48
Peio7,Martina454
Carla533,Adur493
Eneko295,Maddi135
Mikel660,Adur493
Chloe985,Lorea462
Nikole861,Alain277
June896,Fatima741
Leire801,Thiago995
Vega640,Manex135
Manex969,Eneko858
Unax899,Arhane19
Ariane194,Eki960
Mohamed938,Alain116
Mikel660,Laida790
Valeria385,Laida296
David613,Luka862
Sare152,Adur493
Asier281,Izan704
Valeria385,Manex135
Mohamed938,Inar985
Sare152,Eder280
Ariane194,Unai650
David613,Thiago157
Irene195,Eneko654
Eki960,Alejandro275
Nahia136,Asier281
Alvaro484,Izar231
David613,Laida597
Oihan29,Eneko627
Alaia431,Enzo979
Thiago552,Adur493
Adrián177,Arhane646
David613,Elaia468
Adur493,Unai650
Leire801,Arhane19
Anne389,Sara0
Asier281,Garazi411
Mikel660,Marcos588
Laida621,Thiago253
Adrián177,Laida296
Alejandro692,Sare152
Peio7,Maia798
Aitor324,Lucía194
Daniel494,Arhane766
Hugo931,Martina726
June896,Thiago110
Aimar875,Jon394
Unax899,Peio64
Nahia136,Maddi135
Laida621,Arhane766
Hugo98,Fatima741
David613,Liher153
Hugo922,Martina726
Lander90,Carla515
Unai496,Maia798
Inar433,Luka862
Adur493,Garazi411
Amir106,Vera489
Vega908,Elene17
Imran423,Alvaro484
Libe461,Eneko975
Lander90,Unai592
Amir106,Alex334
Aitor125,Paul641
Marcos863,Samuel571
Mikel377,Inar259
Marcos588,Thiago110
Amaia875,Oihan29
Thiago253,Unai496
Eneko858,Izan704
David613,Hugo98
Unax899,Eki960
Garazi411,Inar985
Arhane766,Vega447
Mikel377,Andrea292
Martina726,Eder963
Ilargi203,Martina726
Eneko858,Eneko975
Leize83,Maia798
Mohamed938,Chloe985
Elene17,Kattalin804
Nikole861,Samuel618
Unai650,Maddi135
Elene17,Hugo98
Ainhoa919,Thiago110
Nora550,Fatima741
Mikel660,Ainhoa919
Valentina401,Carla515
Hugo98,Nora550
Alejandro275,Danel808
Aitor125,Irene195
Aimar875,Ekain72
Lur17,Martina454
Eneko654,Santiago167
Aimar875,Alain277
Thiago110,Nora840
Bruno164,Alvaro484
Sofia905,Manex57
Amir106,Anne439
Alex46,Eneko627
Lorea462,Laida790
Unai592,Ekain72
Andrea292,Lur17
Thiago253,Lorea462
Amir106,Andrea292
Sofia905,Naroa178
Ander87,Vega447
Nikole861,Eneko295
Leire641,Aitor324
Alejandro558,Martina726
Alex334,Iria263
Manex969,Aitor324
Alejandro275,Liher153
Ariane194,Jon394
Nora582,Arhane766
Sofia905,Sofia48
Ander87,Laida621
Mikel660,Thiago995
Sofia905,Nerea432
Libe461,Leize199
Aitor324,Eder963
Vega908,Alejandro692
Peio64,Nora840
Amaia875,Vega447
Alex334,Naroa178
Andrea292,Martina726
Aitor324,Alejandro275
Alejandro692,Garazi411
Alvaro231,Samuel594
Libe461,Alain116
Carla515,Nora840
Hugo931,Julia440
Laida621,Jon394
Irene195,Libe379
Arhane19,Lara974
Thiago552,Nora840
Vera489,Eki960
Aitor125,Laida621
Samuel594,Enzo979
Vega447,Nora550
Eder956,Ainhoa919
Mario890,Hugo98
Adur493,Naroa178
Alex334,Kattalin804
Alain277,Einar260
Unax899,Naroa178
Unax899,Nora986
Thiago995,Eder280
Mikel377,Amets627
Ilargi203,Jare108
Asier281,Naroa178
Luken592,Iria263
Alejandro692,Thiago995
Maddi135,Danel808
Unai592,Unai650
Ilargi203,Julia440
David613,Mara662
Libe461,Chloe985
Thiago110,Fatima741
Alvaro231,Xare691
Marcos863,Sofia48
Lur17,Luka862
Vega640,Alex46
Julia440,Unai592
Alvaro231,Alejandro692
Bruno164,Eneko654
Sofia905,Xare691
Sare152,Unai496
Nora492,Eneko627
Amir106,Alejandro692
Thiago552,Unai592
Samuel594,Samuel571
Nora582,Oihan29
Mateo247,Martina454
Alex46,Eder963
Hugo98,Lorea462
Peio64,Unai592
Carla533,Nora840
Lur17,Elaia468
Mario451,Martina726
Mikel377,Mateo247
Leire801,Marcos863
Carla533,Unai496
Garazi411,Elene17
Alvaro484,Ander87
Nerea432,Jare108
Vega447,Izan704
Sara0,Eki960
Leire641,Mariam39
Nikole861,Sofia48
Ainhoa919,Arhane766
Mohamed938,Paul641
Iria263,Eneko858
Unax899,Izar231
Ibon365,Mariam39
Carla515,Unai496
Aimar926,Xare691
Mara662,Alejandro275
Alaia431,Nerea432
Elene17,Thiago995
Aitor324,Miren719
Alejandro558,Izar231
Mario890,Laida790
Ilargi203,Aimar875
David613,Marcos863
Alejandro275,Hugo98
Irene195,Arhane766
Irene195,Amaia875
Sofia905,Miren719
Adrián177,Valeria385
Carla533,Unax626
Leire801,Thiago552
Anne389,Asier281
Anne389,Naroa178
Bruno164,Chloe985
Eder956,Alain116
Aimar926,Arhane19
Ekain72,Unai650
Mikel660,Marcos863
Adrián177,Asier281
Mikel660,Inar985
Mohamed938,Nora582
Unax899,Sofia905
Arhane646,Fatima741
Nora492,Nora550
Aimar926,Eki960
Amaia875,Alejandro275
Libe461,Thiago110
Ander87,Mateo247
Laida621,Unai650
Arhane646,Liher153
Naroa178,Sofia48
Imran423,Leize199
Ander87,Marcos863
Thiago110,Samuel618
Alvaro484,Leize199
Ilargi203,Sofia48
Mariam39,Nora550
Libe379,Fatima741
Luken592,Maia798
Irene195,Alain116
Sofia905,Manex969
Valentina401,Mario890
Eder956,Naroa178
Adur493,Santiago167
Eneko627,Izar231
Peio7,Eneko858
Thiago253,Libe379
Alvaro231,Oihan29
Laida597,Manex57
Julia440,Libe379
Manex969,Marcos863
Vega640,Luken592
Inar259,Aitor324
Sofia48,Fatima741
Carla533,Liher153
Nerea432,Vega447
Naroa178,Ariane194
Lander90,Fatima741
Mikel660,Naroa178
Marcos588,Samuel594
Nora986,Thiago552
Mikel660,Valentina401
Mikel660,Asier281
Ainhoa919,Elaia468
Ainhoa919,David613
Aitor125,Adur493
Alaia431,Hugo98
Eki960,June896
Luken592,Sare152
Asier281,Martina454
Arhane766,Alejandro275
Thiago552,Elaia468
Imran423,Vera489
Unax899,Nora492
Alejandro692,Samuel594
Alejandro275,Jon394
Bruno164,Adur493
Mario890,Oihan29
Marcos588,Laida790
Nora582,Inar433
Amaia875,Leire641
Chloe985,Samuel594
Marcos863,Oihan29
Vega908,Inar433
Jule461,Nora582
Daniel494,Ekain72
Eneko858,Vega502
Alex334,Martina454
Thiago253,Leize83
Manex969,Valeria385
Aitor324,Santiago167
Unax899,Mariam39
Jare108,Vega447
Alvaro484,Arhane19
Aitana761,Unax626
Thiago995,Vega502
Anne439,Eneko975
Marcos588,Mario890
Peio7,Anne389
Nora492,Lur17
Lur17,Samuel571
Mikel660,Vega502
Inar433,Leire641
Sare152,Elaia468
Liher153,Unax626
Nora550,Martina454
Anne389,Aitor324
Unax899,Einar260
Alejandro558,Valeria385
Amaia875,Thiago157
Anne389,Adur493
Nahia136,Eki960
Hugo931,Adur493
Irene195,Enzo979
Eneko654,Gabriela839
Imran423,Nora550
Adrián177,Nora550
Vega908,Amaia875
Amets627,Alejandro692
Amets627,Eneko627
Amets627,Ainhoa919
Vera489,Lander90
Mikel377,Hugo98
Vega908,Jule461
Daniel494,June896
Hugo931,Elene17
Alex46,Kattalin804
Ainhoa919,Samuel594
Izan704,Libe379
Aitana761,Maia798
Alex334,Eder963
Libe461,Hugo98
Chloe985,Mario890
June896,Luka862
Fatima741,Danel808
Alain277,Sofia48
Asier281,Eder963
Maia798,Elaia468
Vega908,Nora550
Jon394,Nora550
Alain277,Eki960
Carla533,Santiago167
Mikel660,Andrea292
Ander87,Lucía194
Alain277,Eder280
Alain277,Eneko295
Sare152,Samuel618
Miren719,Manex135
Iria263,Maddi135
Unax899,Leize83
Amets627,Ariane194
Iria263,Vega447
Mario451,Chloe985
Julia440,Thiago253
Mario890,Vega502
Eneko295,Nora550
Unax899,Izan704
Samuel594,Eder280
Hugo98,Leize83
Jule461,Iria263
Adrián177,Vera489
Peio64,Luka862
Marcos588,Sara0
Leire641,Nikole419
Andrea292,Paul641
June896,Izar231
David613,Marcos588
Alvaro231,Valentina401
Carla533,Luka862
Alvaro231,Naroa178
Thiago157,Sare152
Mikel377,Daniel494
Luken592,Leize83
Amir106,Danel808
Aitor125,Maddi135
Leire801,Nora582
Ibon365,Martina726
Daniel494,Arhane19
Lander90,Arhane646
Peio64,Arhane766
Irene195,Chloe985
Amets627,Paul641
Vega640,Adur493
Anne439,Eder963
Ibon365,Unax626
Amir106,Lara974
Mario451,Alejandro692
Sare152,Danel808
Alaia431,Vera489
Einar260,Unai496
Aimar926,Aitana761
Alvaro231,Marcos863
Vega908,Lara974
Mario890,Samuel618
Mara662,Eder963
Alaia431,Leize199
Aimar926,Sofia48
Elene17,Nora550
Fatima741,Elaia468
Nora492,Sofia48
Alejandro275,Lur17
Mario451,Nora840
Valeria385,Alex334
Nerea432,Ekain72
Lur17,Enzo979
Asier281,Lucía194
Alvaro484,Hugo98
Peio7,Mario890
Daniel494,Eneko295
Alex46,Garazi411
Carla515,Luka862
Thiago253,Elene17
Valeria385,Sara0
Anne389,Paul641
Jare108,Fatima741
Libe461,Eneko295
Ainhoa919,Ilargi203
Mara662,Sofia48
Vega640,Aitana761
Libe461,Manex969
Vera489,Samuel571
Manex135,June896
Eder956,Eder280
Lur17,Martina726
Sara0,Eder280
Nora840,Luka862
Nora986,Luken592
Anne439,Valeria385
Mohamed938,Marcos588
Ariane194,Oihan29
Julia440,Leize83
Bruno164,Nikole419
Ariane194,Laida296
Nora986,Nora550
Alejandro558,Peio64
Mario451,Sofia905
Vega908,Sare152
Vera489,Unai650
Alaia431,Eki960
Alaia431,Adur493
Thiago253,Samuel594
Alvaro484,Eneko295
Imran423,Laida621
Hugo98,Thiago995
Leire641,Ariane194
Unax626,Elaia468
Thiago552,Samuel618
David613,Lur17
Alex46,Valentina401
Sofia905,Luka862
Nahia136,Vera489
Valentina401,Arhane766
Einar260,Fatima741
Peio7,Santiago167
Marcos588,Alain116
Marcos588,Eneko627
Santiago167,Hugo98
Anne389,Alain277
Lander90,Gabriela839
Unax626,Danel808
Hugo931,Vera489
Aitana761,Lorea462
Alejandro692,Mario890
Gael613,Lara974
Ibon365,Samuel618
Eneko975,Lucía194
Ariane194,Eneko858
Lander90,Danel808
Eneko295,Elene17
Amir106,Einar260
Imran423,Mohamed938
Gael613,Eder280
Nahia136,Lander90
Aimar926,Laida790
Nora986,Aitor324
Laida621,Paul641
Bruno164,Danel808
Luken592,Garazi411
Adrián177,Unai496
Valeria385,Lucía194
Eneko654,Marcos588
Inar259,Hugo98
Nahia136,Leize83
Mikel377,Hugo931
Irene195,David613
Laida621,Lara974
Arhane19,Enzo979
Laida597,Eder963
Gabriela839,Unax626
Aimar926,Hugo98
Arhane19,Eneko975
Alejandro558,Martina454
Nikole419,Eneko627
Jule461,Thiago157
Amaia875,Ibon365
June896,Alejandro275
Leire801,Ainhoa919
Sara0,Vega502
Carla515,Arhane766
Alvaro484,Eki960
Kattalin804,Samuel618
Sofia905,Eder963
Arhane646,Laida790
Thiago157,Liher153
Andrea292,Ariane194
Ilargi203,Eki960
Jon394,Leize199
Libe379,Izar231
Thiago995,Danel808
Valeria385,Arhane19
Unax899,Eneko654
Peio7,Alex46
Xare691,Ariane194
Valeria385,Paul641
Jule461,Luka862
Nora582,Miren719
Nora582,Aitana761
Mikel660,Eneko858
Eneko654,Thiago253
Laida621,Eneko295
Mohamed938,Vega502
Alaia431,Laida790
Jule461,Leire641
Thiago552,Luken592
Amaia875,Manex135
Unax899,Valeria385
Adrián177,Inar433
Amets627,Inar985
Mario451,Martina454
Inar433,Aitor324
Adrián177,Alex334
Hugo931,Nora550
Asier281,Vega502
Lur17,Alain116
Manex969,Aitana761
Nora582,Ariane194
Inar433,Lorea462
Jare108,Nikole419
Mikel660,Oihan29
Nahia136,Thiago253
Vega447,Paul641
Gabriela839,Eder280
Amaia875,Peio7
Alex334,Lucía194
Alvaro231,Peio64
Ekain72,Eneko627
Eki960,Libe379
Julia440,Lorea462
Nikole861,Manex135
Amaia875,Mara662
Amets627,Unai650
Inar259,Izar231
Hugo922,Nora550
Ilargi203,Nora550
Samuel594,Nora840
Nikole861,Laida296
Alex334,Daniel494
Nora582,Lara974
Unai496,Hugo98
Inar433,Xare691
Gael613,Unai650
Mario890,Eder280
Nahia136,Marcos588
Vera489,Samuel594
Nora582,Danel808
Adur493,Thiago253
Julia440,Laida621
Adrián177,Nora986
Garazi411,Elaia468
Nora986,Samuel571
Marcos588,Enzo979
Alejandro692,Izar231
Adrián177,Izar231
Thiago157,Leize199
Mario890,Unai650
Alex46,Unax626
Manex969,Naroa178
Nora986,Amaia875
Valeria385,Eder963
Vera489,Unai592
Daniel494,Sara0
Marcos863,Eneko975
Inar259,Eneko295
Kattalin804,Nora840
Alvaro484,Anne389
Alejandro558,Nerea432
Peio7,Liher153
Peio64,Lur17
Mario890,Jon394
Vega908,Vera489
Laida597,Mateo247
Nahia136,Hugo98
Anne389,Laida597
Adur493,Eder280
Libe461,Jon394
Nahia136,Samuel594
Irene195,Nora840
Vega908,Leize199
Iria263,Mateo247
Lara974,Luka862
Leize199,Laida790
Chloe985,Vega447
Anne389,Marcos863
Eneko654,Luken592
Inar433,Jare108
Eneko654,Eneko295
Eder280,Izar231
Mikel660,Alex46
Nahia136,Ainhoa919
Izan704,Izar231
Peio64,Lucía194
Miren719,Martina726
Imran423,Inar433
Vega640,Ibon365
Hugo922,Laida621
Alvaro231,Daniel494
Eneko654,Alejandro692
Santiago167,Izar231
Thiago552,Samuel594
Irene195,Kattalin804
Manex969,Nora840
Nikole861,Inar985
Amir106,Inar985
Irene195,Arhane19
Leize199,Unax626
Hugo931,Hugo98
Marcos863,Leize199
Alvaro484,Sara0
Jule461,Peio7
Nikole861,Manex57
Ariane194,Martina454
Anne439,Adur493
Bruno164,Ilargi203
Thiago552,Lorea462
Kattalin804,Lorea462
Laida597,Arhane19
Alvaro231,Eneko975
Lander90,Elaia468
Marcos863,Iria263
Hugo922,Elaia468
Sara0,Martina726
Alejandro558,Naroa178
Thiago157,Sofia48
Aimar875,June896
Unai592,Libe379
Alvaro231,Lucía194
Bruno164,Sara0
Adrián177,Liher153
Thiago253,Gabriela839
Mario451,Jon394
Arhane19,Paul641
Aitana761,Kattalin804
Irene195,Unai496
Peio7,Marcos863
Adrián177,Mohamed938
Eder956,Lucía194
Izan704,Aitana761
Inar433,Eneko295
Carla515,Eneko295
Kattalin804,Vega502
Daniel494,Santiago167
Alvaro231,Leire641
Adur493,Eneko295
Unax899,June896
Imran423,Sofia48
Eder956,Vega908
Julia440,Sare152
Leire801,Libe379
Leire801,Sofia48
Manex969,Martina726
Manex135,Fatima741
Alaia431,Sofia48
Elene17,Elaia468
Sare152,Hugo98
Aitor125,Lur17
Carla533,Eder280
David613,Leize199
Kattalin804,Inar985
Nora492,Inar985
Leire641,Unai592
Jon394,Sofia48
Adrián177,Luka862
Thiago552,Kattalin804
Peio64,Manex969
Unai650,Inar985
Carla533,Vera489
Nora492,Eder963
Enzo979,Jon394
Nikole861,Jare108
Mario890,Laida296
Andrea292,Arhane646
Vega908,Thiago552
Ainhoa919,Laida621
Mariam39,Lur17
Thiago995,Samuel571
Alvaro484,Santiago167
Libe461,Thiago995
Nahia136,Mateo247
Aimar926,Jon394
Nora492,Luka862
Vega908,Sofia48
Alvaro231,Enzo979
Daniel494,Thiago995
Adrián177,Eneko654
Alejandro558,Einar260
Alejandro558,Eneko975
Ilargi203,Liher153
Carla533,Leize199
Lander90,Santiago167
Eder956,Martina454
Unax899,Laida790
Eki960,Unai496
Ibon365,Maia798
Imran423,Sara0
Alejandro558,Mara662
Peio64,Liher153
Ilargi203,Daniel494
Alex334,Xare691
Vega908,June896
Sofia905,Laida296
Luken592,Thiago995
Eneko654,Eder280
Alvaro484,Jon394
Alaia431,Libe461
Laida597,Paul641
Alaia431,Nora550
Aimar875,Unai592
Luken592,Santiago167
Unai496,Samuel594
Gabriela839,Leize83
Unax899,Danel808
Aitor125,Alvaro484
Aitor324,Eki960
Vega640,Samuel594
Peio64,Leize199
Vega908,Unax626
Luken592,Gabriela839
Alejandro558,Nora840
Vera489,Carla515
Bruno164,Eneko627
Amir106,Nikole861
David613,Julia440
Lara974,Liher153
Julia440,Alejandro275
Elene17,Danel808
Mateo247,Enzo979
Ainhoa919,Arhane646
Julia440,Jon394
Unai592,Inar259
Imran423,Nora986
Unai592,Maia798
Mario451,Alaia431
Amets627,Enzo979
Adrián177,Hugo931
Valentina401,Aitana761
Xare691,Kattalin804
Martina726,Kattalin804
Vera489,Marcos588
Vega640,Mateo247
Nora986,Thiago110
Hugo931,Jon394
Sara0,Eneko295
Amets627,Elene17
Vega640,Laida597
Valentina401,Arhane19
Amir106,Arhane766
Adrián177,Ander87
Luken592,Manex57
Ilargi203,Unai496
Nerea432,Luka862
Adrián177,Mariam39
Thiago110,Lorea462
Eneko975,Oihan29
Marcos863,Valentina401
Marcos863,Lucía194
Amets627,Arhane646
Eneko654,Elene17
Carla515,Aitana761
Eneko975,Eder963
Mario451,Valeria385
Laida597,Unai650
Vera489,Nora840
Alain277,Leize199
Imran423,Jare108
Anne389,Luka862
Vera489,Alain277
Thiago552,Izar231
Daniel494,Leize83
Thiago552,Aitana761
Mikel660,Laida621
Thiago253,Hugo98
Aitor324,Samuel571
Ekain72,Elaia468
Leire641,Arhane646
Alejandro558,Aitana761
Izan704,Danel808
Lander90,Unai496
Lander90,Aitana761
Paul641,Eneko975
Ekain72,Kattalin804
Laida296,Eder963
Nora582,Alvaro231
Mara662,Liher153
Naroa178,Lucía194
Thiago157,Naroa178
Naroa178,Miren719
Vega908,Hugo931
Libe461,Carla515
Mariam39,Kattalin804
Thiago253,Maia798
Elene17,Izar231
Thiago110,Vega502
Lorea462,Unax626
Sara0,Nora840
Eneko295,Leize199
Santiago167,Samuel594
Alvaro231,Valeria385
Libe461,Adur493
Alvaro231,Eder963
Thiago552,Valentina401
Alejandro558,Nora492
Lander90,Garazi411
Jule461,Mara662
Nahia136,Garazi411
Vega908,Ilargi203
Sara0,Mara662
Arhane766,Eneko858
Laida597,Oihan29
Ariane194,Lara974
Chloe985,Jon394
Naroa178,Lur17
Nora582,Arhane646
Aitor125,Mohamed938
Mohamed938,Martina454
Luken592,Inar259
Mara662,Lara974
Manex135,Eneko295
Jule461,Alejandro692
Carla533,Ibon365
Thiago157,Anne389
Inar433,Martina454
Irene195,Santiago167
Daniel494,Laida621
Bruno164,Unai650
Xare691,Eneko858
Nora582,Mario890
Ibon365,Manex57
Jule461,Lander90
Vega640,Danel808
Nora986,Elene17
Manex135,Ariane194
Gael613,Alaia431
Marcos863,Mateo247
Mara662,Lur17
Arhane19,Jon394
Andrea292,Miren719
Valeria385,Oihan29
Vera489,Eneko295
Sare152,Samuel594
Leize199,Fatima741
Mario451,Vega908
Amets627,Manex969
Naroa178,Leize199
Sofia905,Sare152
Inar433,Manex135
Ibon365,Eneko295
Alejandro692,Inar985
Nikole419,Libe379
Gael613,Adrián177
Anne389,Eneko858
Mario451,Nerea432
Aitor125,Samuel594
Libe461,Elene17
Inar433,Alain277
Ibon365,Ariane194
Ainhoa919,Eneko627
Thiago995,Aitana761
Einar260,Lorea462
Vera489,Mara662
Carla533,Inar433
Lara974,Unax626
Mara662,Leize199
Carla515,Manex135
Peio7,Aitana761
Manex969,Danel808
Luken592,Libe379
Hugo98,Alain116
Gael613,Aitor125
Mario890,Miren719
Libe461,Thiago552
Nahia136,Daniel494
Unax899,Maia798
Thiago552,Thiago110
Unax899,Libe379
Unax899,Fatima741
Mohamed938,Jon394
Nora582,Andrea292
Imran423,Inar259
Irene195,Thiago995
Ainhoa919,Gabriela839
Anne439,Martina454
Vega640,Gabriela839
Luken592,Nora492
Amets627,Alain277
Inar433,Adur493
Sare152,Samuel571
Amaia875,Aimar875
Eneko654,Libe379
Leire641,Marcos588
Marcos863,Paul641
Ilargi203,Santiago167
Daniel494,Izan704
Lur17,Nora840
Gael613,Vega502
Alvaro484,Iria263
Inar433,Carla515
Laida621,Vega502
Hugo931,Eneko627
Jule461,Eder280
Nora582,June896
Nora582,Gabriela839
David613,Unai592
Leire641,Thiago253
Nora986,Carla515
Anne389,Maddi135
Mikel377,Mikel660
Carla533,Manex135
Leire801,Eder280
Valentina401,Liher153
Peio64,Iria263
Sare152,Garazi411
Aitor125,Alain116
Aimar926,Ibon365
Valeria385,Sare152
Lara974,Lucía194
Hugo98,Nikole419
Eder956,Nora986
Daniel494,Maia798
Garazi411,Einar260
Gabriela839,Kattalin804
Aimar926,Unax626
Valentina401,June896
Laida621,Laida296
Vega908,Mara662
Carla533,Naroa178
Leire801,Paul641
Julia440,Nikole419
Alejandro692,Asier281
Chloe985,Valeria385
Arhane766,Liher153
Manex969,Ekain72
Carla533,Eneko654
Mario890,Lucía194
Gael613,Aitor324
Luken592,Aimar875
Mariam39,Eki960
Amaia875,Marcos863
Alex46,Maddi135
Sara0,Lucía194
Irene195,Asier281
Ekain72,Garazi411
Mohamed938,Carla515
Hugo922,Ekain72
Mikel660,Aitana761
Marcos863,Thiago110
Thiago552,Eki960
Alaia431,Jare108
Thiago552,Andrea292
Thiago995,Eneko627
Gael613,Carla515
Manex969,Julia440
Eki960,Maia798
Lander90,Alejandro275
Sara0,Elene17
Aimar926,Lur17
Andrea292,Vega447
Jare108,Ariane194
Vega908,Eneko295
David613,Sofia48
Leire641,Leize83
Enzo979,Paul641
Unax899,Aimar875
Lander90,Sare152
Gael613,Nikole419
Nahia136,Nora986
Unai592,Gabriela839
Thiago157,Eneko295
Alex46,Enzo979
Vega640,Thiago110
Einar260,Samuel571
Amir106,Nahia136
Ariane194,Maddi135
Mario451,Thiago157
Vega640,Daniel494
Ilargi203,Mario890
Unax899,Inar433
Gael613,Garazi411
Thiago253,Samuel618
Unai592,Danel808
Lara974,Sofia48
Mikel377,Eder280
Manex969,Einar260
Arhane19,Alain116
Unax899,Ibon365
Vega640,Lander90
Alvaro484,Luka862
Chloe985,Andrea292
Nahia136,Gabriela839
Nahia136,Danel808
Unax899,Leire641
Alex334,Lur17
Aitor125,Hugo98
Irene195,Leize83
Mariam39,Izar231
Inar259,Lara974
Einar260,Nikole419
Gael613,Samuel571
Ainhoa919,Inar985
Alejandro275,Sofia48
Paul641,Aitana761
Imran423,Vega908
Nora492,Hugo98
Luken592,Ibon365
Eder956,Alain277
Eder956,Ander87
Leize83,Kattalin804
Libe461,Mateo247
Santiago167,Nora840
Sare152,Mateo247
Nahia136,Nerea432
Adrián177,Aimar926
